pl_name,hostname,pl_orbsmax,pl_radj,pl_massj,st_rad,st_mass,ra,dec,sy_dist,sy_gaiamag
HD 95872 b,HD 95872,5.2,,,,0.95,165.8658796,-22.0943303,72.2195,9.65278
HD 200964 b,HD 200964,1.601,,,4.3,1.44,316.6664183,3.8033357,72.5922,6.23723
HD 200964 c,HD 200964,1.95,,,4.3,1.44,316.6664183,3.8033357,72.5922,6.23723
HD 203473 b,HD 203473,2.73,,,1.33,1.12,320.5794196,5.0235858,72.6402,8.07691
K2-155 b,K2-155,0.0562,0.161,,0.58,0.65,65.469614,21.3532633,72.7998,12.2528
K2-155 c,K2-155,0.092,0.174,,0.53,0.54,65.469614,21.3532633,72.7998,12.2528
K2-155 d,K2-155,0.1886,0.146,,0.53,0.54,65.469614,21.3532633,72.7998,12.2528
K2-240 b,K2-240,0.0513,0.178,,0.54,0.58,227.849371,-17.8754464,72.9105,12.6212
K2-240 c,K2-240,0.1159,0.161,,0.54,0.58,227.849371,-17.8754464,72.9105,12.6212
HD 126614 b,HD 126614,2.35,,,1.09,1.15,216.7005171,-5.1784093,73.0961,8.61907
HD 219828 b,HD 219828,0.05,,,1.56,1.31,349.6947029,18.6457524,73.114,7.88338
HD 219828 c,HD 219828,5.96,,,1.69,1.23,349.6947029,18.6457524,73.114,7.88338
HD 149143 b,HD 149143,0.053,,,1.49,1.21,248.2126715,2.0844547,73.2801,7.74081
HD 159243 b,HD 159243,0.11,,,1.12,1.12,263.3395365,5.7008254,73.3055,8.51188
HD 159243 c,HD 159243,0.8,,,1.12,1.12,263.3395365,5.7008254,73.3055,8.51188
4 UMa b,4 UMa,0.87,,,18.11,1.23,130.0528099,64.3280504,73.4603,4.23773
HD 87646 b,HD 87646,0.117,,,1.55,1.12,151.6695435,17.8949795,73.58352,7.9295
TOI-1260 b,TOI-1260,,,,0.69,,157.1440712,65.8541986,73.5977,11.5743
TOI-1260 c,TOI-1260,0.0656,0.252,0.03713,0.65,0.66,157.1440712,65.8541986,73.5977,11.5743
HD 88133 b,HD 88133,0.0479,,,2.2,1.26,152.5319349,18.1857284,73.6123,7.80979
HD 155233 b,HD 155233,2.07,,,5.03,1.5,257.7681391,-20.655164,74.2309,6.5449
TOI-421 b,TOI-421,0.056,0.239,0.02256,0.87,0.85,81.8532824,-14.2767404,74.7969,9.77776
TOI-421 c,TOI-421,,,,0.86,,81.8532824,-14.2767404,74.7969,9.77776
Kepler-16 b,Kepler-16,0.7048,0.754,0.333,0.65,0.69,289.0758307,51.757229,75.0852,11.7472
HD 69123 b,HD 69123,2.482,,,7.72,1.68,123.55499,-35.4899246,75.116,5.49555
K2-344 b,K2-344,,0.142,,0.49,0.51,136.3614923,21.6685886,75.1691,12.7423
K2-133 b,K2-133,0.033,0.117,,0.47,0.51,70.1493775,25.0098135,75.1703,13.3245
K2-133 c,K2-133,0.045,0.132,,0.47,0.51,70.1493775,25.0098135,75.1703,13.3245
K2-133 d,K2-133,0.07487,0.179,,0.46,0.46,70.1493775,25.0098135,75.1703,13.3245
K2-133 e,K2-133,0.1346,0.154,,0.46,0.46,70.1493775,25.0098135,75.1703,13.3245
HD 206255 b,HD 206255,0.461,,,,1.42,325.5917768,-50.0935884,75.2363,7.44849
14 And b,14 And,0.68,,,,1.2,352.82415,39.2358367,75.4392,4.91781
TOI-1278 b,TOI-1278,,,,0.55,,320.4784442,35.648625,75.5759,12.7543
K2-184 b,K2-184,,0.12,,0.82,,129.1405227,14.4618826,75.5857,10.13
HD 149026 b,HD 149026,0.042,0.725,,1.45,1.3,247.6229827,38.3475349,75.8643,8.01416
K2-286 b,K2-286,0.1768,0.187,,0.62,0.64,233.3698192,-16.7737113,76.1486,12.1652
18 Del b,18 Del,2.6,,,8.5,2.3,314.6078375,10.8391378,76.222,5.27476
K2-209 b,K2-209,,0.077,,0.71,0.74,14.6903464,1.382807,76.4986,10.7447
HD 67087 b,HD 67087,1.08,,,1.55,1.36,121.9155672,31.5511553,76.5217,7.92235
HD 67087 c,HD 67087,3.86,,,1.55,1.36,121.9155672,31.5511553,76.5217,7.92235
ome Ser b,ome Ser,1.1,,,12.3,2.17,237.5732422,2.196304,76.7556,4.92833
TOI-257 b,TOI-257,,,,1.77,,47.5172608,-50.8322632,76.9028,7.41653
HD 148164 b,HD 148164,0.993,,,1.34,1.21,246.4351678,11.9190729,77.1971,8.0907
HD 148164 c,HD 148164,6.15,,,1.34,1.21,246.4351678,11.9190729,77.1971,8.0907
K2-266 b,K2-266,0.01306,0.294,,0.7,0.69,157.9356855,0.9372782,77.5586,11.3527
K2-266 c,K2-266,0.0679,0.063,,0.7,0.69,157.9356855,0.9372782,77.5586,11.3527
K2-266 d,K2-266,0.1035,0.261,0.028,0.7,0.69,157.9356855,0.9372782,77.5586,11.3527
K2-266 e,K2-266,0.1249,0.244,0.04499,0.7,0.69,157.9356855,0.9372782,77.5586,11.3527
K2-321 b,K2-321,0.041,0.174,,0.58,0.6,156.4054989,2.5138829,77.6888,12.8241
HD 55696 b,HD 55696,3.18,,,1.52,1.29,108.0622029,-38.174639,77.9693,7.81135
HD 75898 b,HD 75898,1.191,,,1.58,1.26,133.4611999,33.0566885,78.0505,7.89597
HD 17156 b,HD 17156,0.16278,1.087,3.235,1.5,1.27,42.4366123,71.7530882,78.0863,8.03298
HD 68402 b,HD 68402,2.18,,,1.02,1.12,121.3474609,-74.4100732,78.4293,8.95443
HIP 105854 b,HIP 105854,0.81,,,,2.1,321.5962275,-37.8294782,78.6381,5.28614
HIP 74890 b,HIP 74890,2.1,,,5.77,1.74,229.5714974,-41.4210961,78.6562,6.75234
Kepler-1582 b,Kepler-1582,,0.133,,0.3,0.28,289.3765441,41.1580845,78.8906,16.4142
HD 224538 b,HD 224538,2.28,,,1.54,1.34,359.7164302,-61.5868613,79.0608,7.92192
K2-146 b,K2-146,,0.183,0.01816,0.33,0.33,130.0266951,19.0923416,79.3002,14.9834
K2-146 c,K2-146,0.0327,0.231,0.02234,0.35,0.36,130.0266951,19.0923416,79.3002,14.9834
HD 13908 b,HD 13908,0.154,,,1.67,1.29,34.5609102,65.5941901,79.5515,7.3845
HD 13908 c,HD 13908,2.03,,,1.67,1.29,34.5609102,65.5941901,79.5515,7.3845
HD 1397 b,HD 1397,0.1003,1.023,0.367,2.34,1.26,4.4471631,-66.3589285,79.5702,7.59336
LTT 9779 b,LTT 9779,,,,0.98,,358.6688767,-37.6282237,80.4373,9.60006
HD 332231 b,HD 332231,0.1436,0.867,0.244,1.28,1.13,306.741134,33.7443882,80.6665,8.41839
K2-167 b,K2-167,,0.252,,1.83,1.02,336.5761233,-18.011665,80.8994,8.103581
HD 4203 b,HD 4203,1.17,,,1.42,1.25,11.1722288,20.4483925,81.3795,8.51545
HD 4203 c,HD 4203,,,,,1.13,11.1722288,20.4483925,81.3795,8.51545
HD 9174 b,HD 9174,2.2,,,1.67,1.03,22.5043352,-19.6052945,81.4893,8.22923
HIP 75092 b,HIP 75092,2.02,,,4.53,1.28,230.1724206,-25.9910525,81.6696,6.82953
HAT-P-22 b,HAT-P-22,0.0414,1.08,2.147,1.04,0.92,155.6814593,50.1287115,81.7647,9.51936
TOI-1062 b,TOI-1062,0.052,0.202,0.03194,0.84,0.94,38.1209678,-78.0236828,82.1733,10.0008
TOI-1062 c,TOI-1062,0.08,,,0.84,0.94,38.1209678,-78.0236828,82.1733,10.0008
K2-384 b,K2-384,,0.096,,0.35,0.33,20.4998403,0.7509701,82.6603,15.0276
K2-384 c,K2-384,,0.094,,0.26,,20.4998403,0.7509701,82.6603,15.0276
K2-384 d,K2-384,,0.124,,0.35,0.33,20.4998403,0.7509701,82.6603,15.0276
K2-384 e,K2-384,,0.102,,0.26,,20.4998403,0.7509701,82.6603,15.0276
K2-384 f,K2-384,,,,0.26,,20.4998403,0.7509701,82.6603,15.0276
75 Cet b,75 Cet,2.1,,,10.5,2.49,38.0391598,-1.0350269,82.9613,5.09343
K2-9 b,K2-9,0.0848,0.143,,0.25,0.24,176.263724,0.0054085,82.9631,14.8665
HD 211403 b,HD 211403,0.768,,,1.21,1.2,333.8158177,58.2755601,83.0919,8.34865
HD 73534 b,HD 73534,,,,,1.17,129.8153421,12.9599703,83.3321,7.95707
K2-21 b,K2-21,0.0731,0.142,,0.6,0.64,340.3037846,-14.4893256,83.6448,12.2785
K2-21 c,K2-21,0.1026,0.171,,0.6,0.64,340.3037846,-14.4893256,83.6448,12.2785
HD 47366 b,HD 47366,1.28,,,6.2,2.19,99.4200181,-12.9856593,84.3552,5.83869
HD 47366 c,HD 47366,1.97,,,6.2,2.19,99.4200181,-12.9856593,84.3552,5.83869
BD-10 3166 b,BD-10 3166,0.046,,,,1.1,164.6191243,-10.7704227,84.4069,9.83981
omi CrB b,omi CrB,0.83,,,10.5,2.13,230.0350768,29.6160222,84.7883,5.22055
HD 96167 b,HD 96167,1.332,,,1.94,1.27,166.3125657,-10.291345,85.3006,7.92849
K2-406 b,K2-406,,0.411,,0.96,0.8,230.8872242,-25.3706149,85.3751,9.49379
HD 80869 b,HD 80869,2.878,,,1.06,1.08,140.7912931,33.9048294,85.3951,8.33173
HD 75784 b,HD 75784,1.033,,,3.4,1.26,133.0992289,13.2330548,85.4321,7.5599
HD 75784 c,HD 75784,5.22,,,3.4,1.26,133.0992289,13.2330548,85.4321,7.5599
HD 43691 b,HD 43691,0.238,,,1.6,1.32,94.8946124,41.0920773,85.6009,7.8972
HD 2039 b,HD 2039,2.2,,,,0.98,6.0851069,-56.649988,85.6922,8.85974
HD 81688 b,HD 81688,0.66,,,,1.1,142.1665753,45.6009241,85.7183,5.12598
TOI-561 b,TOI-561,0.01055,0.127,0.005,0.85,0.79,148.1851516,6.216103,85.799,10.0128
TOI-561 c,TOI-561,0.0888,0.259,0.02202,0.83,0.81,148.1851516,6.216103,85.799,10.0128
TOI-561 d,TOI-561,0.1569,0.226,0.0376,0.85,0.79,148.1851516,6.216103,85.799,10.0128
TOI-561 e,TOI-561,0.3274,0.238,0.05034,0.85,0.79,148.1851516,6.216103,85.799,10.0128
TOI-561 f,TOI-561,0.1174,0.207,0.00944,0.83,0.81,148.1851516,6.216103,85.799,10.0128
K2-89 b,K2-89,0.01462,0.055,,0.32,0.35,57.0671234,20.4594885,86.0386,13.3216
HD 95086 b,HD 95086,56.0,,5.0,,1.6,164.2621032,-68.6672917,86.2279,7.30915
WASP-43 b,WASP-43,0.01504,1.006,1.998,0.65,0.69,154.9081869,-9.8064431,86.7467,11.907
WASP-29 b,WASP-29,,0.77,0.23,0.79,0.77,357.8791976,-39.9071215,87.5953,10.8932
HD 115954 b,HD 115954,5.0,,,1.21,1.18,199.9853694,38.3691383,87.6437,8.18736
HD 95544 b,HD 95544,3.386,,,1.09,1.09,166.3231784,81.0389868,87.8049,8.210671
HD 152079 b,HD 152079,3.2,,,,1.02,253.3732313,-46.3333582,87.8888,9.01051
Kepler-408 b,Kepler-408,,0.064,,1.25,,284.7862158,48.4232622,88.7832,8.6992
HD 1605 b,HD 1605,1.48,,,3.8,1.31,5.1317548,30.9750611,88.8047,7.25688
HD 1605 c,HD 1605,3.52,,,3.8,1.31,5.1317548,30.9750611,88.8047,7.25688
bet Cnc b,bet Cnc,1.7,,,47.2,1.7,124.1286379,9.1853306,89.0472,3.04628
HD 59686 A b,HD 59686 A,1.086,,,13.2,1.9,112.9518629,17.0857195,89.2721,5.13228
HD 33283 b,HD 33283,0.1508,,,1.97,1.38,77.0044889,-26.7976689,89.8623,7.89933
WASP-8 b,WASP-8,,1.13,2.54,1.03,1.34,359.9008737,-35.0313349,89.9606,9.61249
WASP-8 c,WASP-8,5.28,,,,1.04,359.9008737,-35.0313349,89.9606,9.61249
K2-291 b,K2-291,,0.141,0.02014,0.9,0.93,76.44594,21.548199,90.0562,9.86639
HD 48265 b,HD 48265,1.6,,,,0.93,100.0073683,-48.5418284,90.5446,7.87925
K2-147 b,K2-147,,0.073,,0.31,,293.8330329,-28.498475,90.5494,13.1913
42 Dra b,42 Dra,1.19,,,22.03,0.98,276.4975053,65.5633652,90.6545,4.43216
TOI-220 b,TOI-220,,,,0.88,,91.7996988,-61.9972098,90.7402,10.1897
HD 222076 b,HD 222076,1.83,,,4.1,1.07,354.531982,-70.9032461,91.1538,7.18755
WASP-145 A b,WASP-145 A,0.0261,0.9,0.89,0.68,0.76,322.2537644,-58.8361466,91.299,11.3583
HD 38801 b,HD 38801,1.623,,,2.03,1.21,86.9963141,-8.3280256,91.4349,8.03397
K2-354 b,K2-354,,0.139,,0.41,0.43,129.1299193,10.1472175,91.722,14.3753
Kepler-1649 b,Kepler-1649,0.0378,,,0.12,0.1,292.5029676,41.8299933,92.1913,16.2682
Kepler-1649 c,Kepler-1649,,,,0.23,0.2,292.5029676,41.8299933,92.1913,16.2682
HD 118203 b,HD 118203,0.07,,,,1.23,203.509956,53.7281876,92.2589,7.89255
HAT-P-17 b,HAT-P-17,0.0882,1.01,0.534,0.84,0.86,324.5359781,30.4881882,92.3831,10.2743
HAT-P-17 c,HAT-P-17,5.6,,,0.84,0.92,324.5359781,30.4881882,92.3831,10.2743
HD 205739 b,HD 205739,0.896,,,1.33,1.22,324.5351273,-31.7378373,92.5087,8.41991
11 Com b,11 Com,1.29,,,19.0,2.7,185.1787793,17.7932516,93.1846,4.44038
HD 224693 b,HD 224693,0.191,,,1.93,1.31,359.9749837,-22.4279999,93.5015,8.08528
HD 106270 b,HD 106270,3.34,,,2.66,1.39,183.4049258,-9.5135645,93.808,7.39531
HD 23127 b,HD 23127,2.4,,,,1.13,54.8491271,-60.077229,93.8555,8.42019
HIP 90988 b,HIP 90988,1.26,,,3.94,1.3,278.3892816,-50.211692,94.0349,7.46648
HD 219666 b,HD 219666,,,,1.05,,349.5592665,-56.9039857,94.1719,9.64956
TYC 8998-760-1 b,TYC 8998-760-1,162.0,,14.0,,1.0,201.3001096,-64.9391566,94.6177,10.6505
TYC 8998-760-1 c,TYC 8998-760-1,320.0,1.1,6.0,,1.0,201.3001096,-64.9391566,94.6177,10.6505
HD 158038 b,HD 158038,1.52,,,4.8,1.65,261.4395312,27.3030721,94.8625,7.2068
TOI-763 b,TOI-763,0.06,0.203,0.0308,0.9,0.92,194.468098,-39.7580613,95.1274,9.99915
TOI-763 c,TOI-763,,,,1.13,,194.468098,-39.7580613,95.1274,9.99915
HD 221416 b,HD 221416,,,,2.9,,353.0331863,-21.8012007,95.5483,7.90776
Kepler-93 b,Kepler-93,,0.132,0.01196,0.92,0.91,291.4181275,38.6723124,95.9115,9.86249
Kepler-93 c,Kepler-93,,,3.0,0.92,0.91,291.4181275,38.6723124,95.9115,9.86249
24 Boo b,24 Boo,0.19,,,10.64,0.99,217.1555242,49.8446488,95.9863,5.3339
Kepler-446 b,Kepler-446,,0.193,,0.38,0.4,282.2501047,44.921002,96.339,16.3101
Kepler-446 c,Kepler-446,,,,0.22,0.19,282.2501047,44.921002,96.339,16.3101
Kepler-446 d,Kepler-446,0.0455,,,0.46,0.47,282.2501047,44.921002,96.339,16.3101
KELT-24 b,KELT-24,0.06969,1.272,5.18,1.51,1.46,161.9090273,71.655727,96.5173,8.23752
K2-85 b,K2-85,,0.121,,0.67,,59.464829,18.4649505,97.2179,12.06
HD 142245 b,HD 142245,2.77,,,5.2,1.69,238.2342443,15.4306118,97.2305,7.18949
HD 73526 b,HD 73526,0.66,,,,1.05,129.318331,-41.3184231,97.2396,8.79682
HD 73526 c,HD 73526,1.03,,,,1.01,129.318331,-41.3184231,97.2396,8.79682
K2-394 b,K2-394,,,,0.58,,71.110002,16.5185817,98.0152,12.2095
b Cen AB b,b Cen A,556.0,,10.9,,5.5,220.4897992,-37.7936323,98.0935,4.01093
HD 94834 b,HD 94834,2.74,,,4.2,1.11,164.3126363,24.1429374,98.1609,7.30241
K2-137 b,K2-137,0.0058,0.079,0.5,0.44,0.46,186.870426,-6.1952168,98.8765,14.4345
K2-26 b,K2-26,,0.22,,0.52,,94.2064312,24.5958335,99.0504,13.7519
Kepler-504 b,Kepler-504,0.0641,,,0.37,0.39,284.9219608,45.9723265,99.0688,14.4582
KELT-11 b,KELT-11,,,,2.72,,161.7069053,-9.3993646,99.1596,7.83112
TOI-251 b,TOI-251,,,,0.96,,353.0620655,-37.2558629,99.523,9.75411
TOI-1749 b,TOI-1749,0.0291,0.124,0.17934,0.55,0.58,282.7372281,64.419466,99.5561,13.1798
TOI-1749 c,TOI-1749,,,,0.56,,282.7372281,64.419466,99.5561,13.1798
TOI-1749 d,TOI-1749,0.0707,0.225,0.0472,0.55,0.58,282.7372281,64.419466,99.5561,13.1798
WASP-189 b,WASP-189,0.05053,1.619,1.99,2.36,2.03,225.686732,-3.0314874,99.731,6.55369
K2-174 b,K2-174,,0.222,,0.64,0.67,60.7929729,16.347166,99.9293,12.0082
HD 104985 b,HD 104985,0.78,,,11.63,,181.3157854,76.9053359,100.576,5.49698
WASP-84 b,WASP-84,0.0775,0.976,0.687,0.77,0.85,131.1069959,1.8598933,100.588,10.5745
HD 110014 b,HD 110014,2.12,,,,2.1,189.8111935,-7.9956702,100.758,4.31048
Qatar-6 b,Qatar-6,0.0423,1.062,0.668,0.72,0.82,222.2100773,22.1526136,100.848,11.1249
TOI-2260 b,TOI-2260,0.0097,0.145,,0.94,0.99,247.6669998,49.0467891,101.251,10.2488
81 Cet b,81 Cet,2.17,,,,1.6,39.4243555,-3.3963607,101.26,5.37588
K2-222 b,K2-222,0.1211,0.213,,1.09,1.0,16.4625203,11.7537171,101.321,9.36072
HD 214823 b,HD 214823,3.23,,,2.04,1.31,340.0832062,31.7875183,101.368,7.91589
K2-117 b,K2-117,,0.155,,0.4,,133.8557342,10.4692176,101.632,13.8012
K2-117 c,K2-117,,0.19,,0.52,,133.8557342,10.4692176,101.632,13.8012
HIP 114933 b,HIP 114933,2.84,,,5.27,1.39,349.2071949,-21.2033101,101.766,6.97658
HIP 97233 b,HIP 97233,2.55,,,5.34,1.93,296.4221207,-0.6968794,102.275,7.07025
K2-150 b,K2-150,,0.153,,0.36,,18.3443908,8.9874328,102.483,14.815
K2-229 b,K2-229,0.0131,0.102,,0.79,0.87,186.8729195,-6.7218474,102.564,10.7861
K2-229 c,K2-229,0.0769,0.181,,0.79,0.87,186.8729195,-6.7218474,102.564,10.7861
K2-126 b,K2-126,,0.16,,0.59,0.61,203.5467021,-13.5769705,102.953,12.4013
HD 106906 b,HD 106906,650.0,,11.0,,1.5,184.4713308,-55.9755805,103.029,7.68639
HD 120084 b,HD 120084,4.3,,,9.12,2.39,205.661989,78.0646376,103.044,5.65211
HD 79181 b,HD 79181,0.9,,,11.06,1.28,137.9944736,-19.7474341,103.335,5.45292
Kepler-1319 b,Kepler-1319,,,,0.5,0.5,290.9564463,49.3667933,103.917,14.2218
HD 86081 b,HD 86081,0.035,,,1.22,1.21,149.0243714,-3.8083543,103.936,8.58804
HD 180902 b,HD 180902,1.38,,,3.78,1.52,289.8239604,-23.5582432,104.577,7.52132
HD 219139 b,HD 219139,0.94,,,11.22,1.46,348.3604055,11.0649832,104.935,5.57762
HD 110082 b,HD 110082,0.113,0.285,,1.19,1.21,192.5892855,-88.1211107,105.096,9.11523
HD 132563 b,HD 132563,2.62,,,1.3,1.23,224.5892892,44.0428571,105.155,8.85821
WASP-77 A b,WASP-77 A,0.024,1.2,1.8,,,37.1555223,-7.0606675,105.166,10.0966
HD 136418 b,HD 136418,1.32,,,3.4,1.33,229.7756438,41.732423,105.168,7.60946
HIP 107773 b,HIP 107773,0.72,,,11.6,2.42,327.5005089,-64.7126993,105.18,5.36073
K2-346 b,K2-346,,0.186,,0.66,,125.9864854,22.663226,105.58,11.6828
HD 33844 b,HD 33844,1.6,,,5.29,1.78,78.1505649,-14.9509775,105.779,7.01153
HD 33844 c,HD 33844,2.24,,,5.29,1.78,78.1505649,-14.9509775,105.779,7.01153
HIP 41378 b,HIP 41378,,0.259,,1.4,1.15,126.6158279,10.0803708,106.289,8.80998
HIP 41378 c,HIP 41378,,0.228,,1.4,1.15,126.6158279,10.0803708,106.289,8.80998
HIP 41378 d,HIP 41378,,0.353,,1.4,1.15,126.6158279,10.0803708,106.289,8.80998
HIP 41378 e,HIP 41378,,0.492,,1.4,1.15,126.6158279,10.0803708,106.289,8.80998
HIP 41378 f,HIP 41378,,,,1.34,1.17,126.6158279,10.0803708,106.289,8.80998
HD 110113 b,HD 110113,0.035,0.183,0.01432,0.97,1.0,190.0365636,-44.3120777,106.307,9.91036
HD 110113 c,HD 110113,0.068,,,0.97,1.0,190.0365636,-44.3120777,106.307,9.91036
HD 161178 b,HD 161178,0.85,,,10.95,1.06,264.2873565,72.455859,107.188,5.59958
K2-284 b,K2-284,0.04771,0.248,,0.61,0.63,79.1407971,20.2549034,107.272,12.8598
K2-199 b,K2-199,,0.142,,0.58,,208.9014508,-6.1360833,107.518,11.9053
K2-199 c,K2-199,,,,0.7,0.72,208.9014508,-6.1360833,107.518,11.9053
Kepler-102 b,Kepler-102,0.055,,,0.74,0.8,281.4824731,47.2078263,107.796,11.4784
Kepler-102 c,Kepler-102,,,,0.73,0.78,281.4824731,47.2078263,107.796,11.4784
Kepler-102 d,Kepler-102,,0.117,,0.73,,281.4824731,47.2078263,107.796,11.4784
Kepler-102 e,Kepler-102,0.1129,,,0.76,0.73,281.4824731,47.2078263,107.796,11.4784
Kepler-102 f,Kepler-102,,0.079,0.01636,0.74,0.8,281.4824731,47.2078263,107.796,11.4784
HD 152843 b,HD 152843,0.1053,0.304,0.03637,1.43,1.15,253.7848853,20.491524,107.898,8.76412
HD 152843 c,HD 152843,,0.52,0.08652,1.43,1.15,253.7848853,20.491524,107.898,8.76412
V1298 Tau b,V1298 Tau,0.1687,0.911,,1.31,1.1,61.331654,20.1570318,108.199,10.0702
V1298 Tau c,V1298 Tau,0.0825,0.499,,1.34,1.1,61.331654,20.1570318,108.199,10.0702
V1298 Tau d,V1298 Tau,0.1083,0.572,,1.34,1.1,61.331654,20.1570318,108.199,10.0702
V1298 Tau e,V1298 Tau,0.308,0.78,,1.34,1.1,61.331654,20.1570318,108.199,10.0702
K2-152 b,K2-152,0.1716,0.204,,0.61,0.63,181.6324078,-5.8274311,108.449,13.0383
GSC 06214-00210 b,GSC 06214-00210,300.0,,13.5,,0.6,245.4776921,-20.7193398,108.5,11.8633
Kepler-21 b,Kepler-21,0.0427,,,1.86,1.34,287.3619673,38.7141384,108.522,8.12832
K2-320 b,K2-320,0.0142,0.234,,0.3,0.12,163.2519122,5.3064776,108.74,16.3554
HIP 65426 b,HIP 65426,92.0,1.5,9.0,1.77,1.96,201.1501727,-51.5045384,108.875,6.98273
HD 231701 b,HD 231701,0.56,,,1.42,1.52,293.017622,16.4743566,108.877,8.83051
HD 147873 b,HD 147873,0.522,,,2.29,1.38,246.4380471,-33.5672217,109.055,7.81828
HD 147873 c,HD 147873,1.36,,,2.29,1.38,246.4380471,-33.5672217,109.055,7.81828
K2-212 b,K2-212,,0.213,,0.6,0.62,18.4241015,3.0970732,109.218,12.55
K2-242 b,K2-242,0.0494,0.227,,0.37,0.38,179.8358421,-6.5178542,109.237,15.3818
Kepler-560 b,Kepler-560,0.108,,,0.48,0.49,300.2066441,45.0182402,109.308,14.7511
HD 106315 b,HD 106315,0.08887,0.214,,1.28,1.03,183.4724742,-0.3934357,109.353,8.88841
HD 106315 c,HD 106315,0.1533,0.385,,1.29,1.08,183.4724742,-0.3934357,109.353,8.88841
YSES 2 b,YSES 2,115.0,,6.3,1.19,1.1,171.9802779,-66.4345736,109.406,10.5352
TOI-1268 b,TOI-1268,0.068,0.747,,0.86,0.9,198.3885831,62.3053799,109.557,10.692
HD 100546 b,HD 100546,53.0,6.9,,,2.4,173.3555116,-70.1947897,109.677,6.65514
K2-36 b,K2-36,,0.138,,0.74,,169.4490102,3.8665038,109.749,11.527
K2-36 c,K2-36,0.054,0.285,0.02454,0.72,0.79,169.4490102,3.8665038,109.749,11.527
HD 80653 b,HD 80653,,,,1.22,,140.3390845,14.3678691,109.86,9.30733
EPIC 206215704 b,EPIC 206215704,,0.2,,0.37,,335.0949721,-9.5097112,109.888,16.1722
HD 2952 b,HD 2952,1.23,,,10.76,1.97,8.2938367,54.8948177,110.103,5.64532
K2-31 b,K2-31,,,,1.03,0.92,245.4405531,-23.548273,110.527,10.5371
K2-88 b,K2-88,0.0345,0.11,,0.26,0.26,54.7514566,19.1199667,110.561,14.5451
K2-198 b,K2-198,,,,0.78,0.88,198.8436817,-6.4649888,110.567,10.9955
K2-198 c,K2-198,,0.127,,0.76,0.8,198.8436817,-6.4649888,110.567,10.9955
K2-198 d,K2-198,,,,0.78,0.88,198.8436817,-6.4649888,110.567,10.9955
TOI-125 b,TOI-125,0.05186,0.243,0.02989,0.85,0.86,23.5934253,-66.6763495,111.059,10.718
TOI-125 c,TOI-125,,,,0.85,,23.5934253,-66.6763495,111.059,10.718
TOI-125 d,TOI-125,,,,0.9,,23.5934253,-66.6763495,111.059,10.718
HD 99283 b,HD 99283,1.08,,,11.21,1.76,171.4874082,55.8506653,111.093,5.46403
HD 212771 b,HD 212771,1.19,,,5.27,1.56,336.762413,-17.2641046,111.155,7.35208
HD 360 b,HD 360,0.98,,,10.86,1.69,2.072903,-8.8242618,111.542,5.70895
K2-325 b,K2-325,0.0419,0.196,,0.3,0.27,353.9169507,-7.6867213,111.638,16.137
HD 171028 b,HD 171028,1.32,,,2.47,1.53,278.0643694,6.9456827,111.659,8.10233
HD 139357 b,HD 139357,2.36,,,11.47,1.35,233.8173564,53.9221505,112.09,5.6303
K2-62 b,K2-62,,,,0.7,0.72,334.3645089,-12.1874776,112.467,12.0433
K2-62 c,K2-62,,0.154,,0.58,,334.3645089,-12.1874776,112.467,12.0433
K2-316 b,K2-316,0.0147,0.119,,0.38,0.41,233.6247336,-23.2594663,112.486,15.514
K2-316 c,K2-316,0.0582,0.163,,0.38,0.41,233.6247336,-23.2594663,112.486,15.514
tau Gem b,tau Gem,1.17,,,26.8,2.3,107.7847232,30.2449545,112.537,4.03996
Kepler-1308 b,Kepler-1308,0.0227,,,0.34,0.35,285.9287514,38.5207097,112.705,14.4744
Kepler-1869 b,Kepler-1869,0.0791,,,0.9,0.99,292.6149958,42.7643438,113.025,10.0911
PDS 70 b,PDS 70,22.2,,,1.26,0.76,212.0421402,-41.3980405,113.064,11.5848
PDS 70 c,PDS 70,34.5,,,,,212.0421402,-41.3980405,113.064,11.5848
K2-277 b,K2-277,,0.2,,1.01,,202.0161895,-15.9379749,113.123,10.1214
HD 98219 b,HD 98219,1.32,,,3.85,1.71,169.4475218,-23.975488,113.704,7.79079
TOI-201 b,TOI-201,0.3,1.008,0.42,1.32,1.32,87.4017825,-54.910423,113.825,8.94004
HD 111591 b,HD 111591,2.5,,,8.03,1.94,192.5725483,22.8631285,114.166,6.15212
WASP-166 b,WASP-166,,,,1.27,,144.8751047,-20.9824191,114.173,9.257
K2-292 b,K2-292,0.13,0.235,0.07709,1.09,1.0,205.3758786,-9.9460704,114.293,9.75597
K2-128 b,K2-128,0.056,0.127,,0.78,0.71,204.4376666,-8.5970858,114.637,12.2204
HD 25723 b,HD 25723,1.49,,,13.76,2.12,61.0947182,-12.7922241,114.816,5.31947
K2-216 b,K2-216,,0.15,,0.67,0.7,11.4802354,6.3470302,115.461,12.0576
TOI-519 b,TOI-519,0.012,1.07,14.0,0.37,0.37,124.6067582,-19.6627918,115.557,15.7067
WASP-59 b,WASP-59,0.0697,0.775,0.857,0.61,0.72,349.6229547,24.889277,115.936,12.3142
HIP 67537 b,HIP 67537,4.91,,,8.69,2.41,207.5808445,-39.9008996,116.046,6.17087
HD 113996 b,HD 113996,1.6,,,25.11,1.49,196.794874,27.6244384,116.334,4.22274
